"measurement_id","nodeName","nodeLabel","nodeTitle","Alt1RefId","Alt2RefId","Alt3RefId","nodeSpecies","NodeDataType","Pipeline"
"C10.3.AC..Decatrenoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Oleoyl.Ethyl.Amide_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10.2.AC..Decadienoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10.1.AC..Decenoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10.0.AC..Decanoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Allopregnanolone_metabolomics","CIDm00031402","Allopregnanolone","Allopregnanolone : HMDB0001449","HMDB0001449","AURFZBICLPNKBZ-SYBPFIFISA-N","Pregnane steroids","Metabolite","metabolomics","metabolomics"
"C11.0.AC..Undecanoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10.0.OH.AC..Hydroxydecanoyl.carnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12.1.AC..Dodecenoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12.0.AC..Dodecanoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Deoxycortisol_metabolomics","CIDm00092827","21-Deoxycortisol","21-Deoxycortisol : HMDB0004030","HMDB0004030","LCZBQMKVFQNSJR-CZUPSRJTSA-N","Pregnane steroids","Metabolite","metabolomics","metabolomics"
"C16.Sphingosine.1.phosphate_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Hydroxy.cholenoic.acid_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Cortisol_metabolomics","CIDm00003640","Cortisol","Cortisol : HMDB0000063","HMDB0000063","JYGXADMDTFJGBT-VWUMJDOOSA-N","Hydroxysteroids","Metabolite","metabolomics","metabolomics"
"Tetrahydrocortisone_metabolomics","CIDm00005866","Tetrahydrocortisone","Tetrahydrocortisone : HMDB0000903","HMDB0000903","SYGWGHVTLUBCEM-SDYDLROXSA-N","Hydroxysteroids","Metabolite","metabolomics","metabolomics"
"C14.2.AC..Tetradecadiencarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14.1.AC..Tetradecenoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C18.Sphingosine.1.phosphate_metabolomics","CIDm00005262","Sphingosine 1-phosphate","Sphingosine 1-phosphate : HMDB0000277","HMDB0000277","DUYSYHSSBDVJSM-KRWOKUGFSA-N","Phosphosphingolipids","Metabolite","metabolomics","metabolomics"
"Sphinganine.1.phosphate_metabolomics","CIDm00000520","Sphinganine 1-phosphate","Sphinganine 1-phosphate : HMDB0001383","HMDB0001383","YHEDRJPUIRMZMP-ZWKOTPCHSA-N","Phosphosphingolipids","Metabolite","metabolomics","metabolomics"
"C14.1.OH.AC..Hydroxy.tetradecenoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14.0.OH.AC..Hydroxymyristoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16.2.AC..Hexadecadienoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16.1.AC..Hexadecenoyl.carnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16.0.AC..L.Palmitoylcarnitine._metabolomics","CIDm00000461","Palmitoylcarnitine","Palmitoylcarnitine : HMDB0000222","HMDB0000222","XOMRRQXKHMYMOC-OAQYLSRUSA-O","Fatty acid esters","Metabolite","metabolomics","metabolomics"
"C18.2.AC..Linoleyl.carnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C18.1.AC..Oleoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C18.0.AC..Stearoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPE.P.16.0._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPE.16.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPE.16.0._metabolomics",,,,,,,,"metabolomics","metabolomics"
"X6.Dehydrotestosterone.glucuronide_metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.14.0._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPE.18.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPE.18.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPE.18.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.P.16.0._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPE.18.0._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.15.0._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.16.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.16.0._metabolomics","CIDm00086554","LysoPC(16:0/0:0)","LysoPC(16:0/0:0) : HMDB0010382","HMDB0010382","ASWBNKHCZGQVJV-HSZRJFAPSA-N","Glycerophosphocholines","Metabolite","metabolomics","metabolomics"
"LysoPE.20.5._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPE.20.4._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPE.20.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.P.18.0._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.17.0._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.O.18.0._metabolomics","CIDm00003855","LysoPC(O-18:0/0:0)","LysoPC(O-18:0/0:0) : HMDB0011149","HMDB0011149","XKBJVQHMEXMFDZ-AREMUKBSSA-N","Glycerophosphocholines","Metabolite","metabolomics","metabolomics"
"LysoPC.18.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.18.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.18.1._metabolomics","CIDm00440164","LysoPC(18:1(9Z)/0:0)","LysoPC(18:1(9Z)/0:0) : HMDB0002815","HMDB0002815","YAMUFBLWGFFICM-PTGWMXDISA-N","Glycerophosphocholines","Metabolite","metabolomics","metabolomics"
"LysoPC.18.0._metabolomics","CIDm00086556","LysoPC(18:0/0:0)","LysoPC(18:0/0:0) : HMDB0010384","HMDB0010384","IHNKQIMGVNPMTC-RUZDIDTESA-N","Glycerophosphocholines","Metabolite","metabolomics","metabolomics"
"LysoPE.22.6._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPE.22.0._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.20.5._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.20.4._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.20.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.20.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.20.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.20.0._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.22.6._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.22.5._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14.2.FA..Tetradecadienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Ketodeoxycholic.acid.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Ketodeoxycholic.acid.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Ketodeoxycholic.acid.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C5H7NO5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H14O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C9H15NO3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C9H17NO3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C17H18N2O4.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C17H18N2O4.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16H18N2O5.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16H18N2O5.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16H18N2O5.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Xanthine_metabolomics","CIDm00001188","Xanthine","Xanthine : HMDB0000292","HMDB0000292","LRFVTYWOQMYALW-UHFFFAOYSA-N","Purines and purine derivatives","Metabolite","metabolomics","metabolomics"
"Allantoin_metabolomics","CIDm00000204","Allantoin","Allantoin : HMDB0000462","HMDB0000462","POJWUDADGALRAB-UHFFFAOYSA-N","Imidazoles","Metabolite","metabolomics","metabolomics"
"Uridine_metabolomics","CIDm00001177","Uridine","Uridine : HMDB0000296","HMDB0000296","DRTQHJPVMGBUCF-XVFCMESISA-N","","Metabolite","metabolomics","metabolomics"
"Pseudouridine_metabolomics","CIDm00015047","Pseudouridine","Pseudouridine : HMDB0000767","HMDB0000767","PTJWIQPHWPFNBW-GBNDHIKLSA-N","","Metabolite","metabolomics","metabolomics"
"X5.methyluridine..ribothymidine._metabolomics","CIDm00065049","Ribothymidine","Ribothymidine : HMDB0000884","HMDB0000884","DWRXFEITVBNRMK-JXOAFFINSA-N","","Metabolite","metabolomics","metabolomics"
"Orotidine_metabolomics","CIDm00092751","Orotidine","Orotidine : HMDB0000788","HMDB0000788","FKCRAVPPBFWEJD-XVFCMESISA-N","","Metabolite","metabolomics","metabolomics"
"N6.Carbamoyl.L.threonyladenosine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Hypoxanthine_metabolomics","CIDm00000790","Hypoxanthine","Hypoxanthine : HMDB0000157","HMDB0000157","FDGQSTZJBFJUBT-UHFFFAOYSA-N","Purines and purine derivatives","Metabolite","metabolomics","metabolomics"
"Uric.acid_metabolomics","CIDm00001175","Uric acid","Uric acid : HMDB0000289","HMDB0000289","LEHOTFFKMJEONL-UHFFFAOYSA-N","Purines and purine derivatives","Metabolite","metabolomics","metabolomics"
"N1.Methyladenosine_metabolomics","CIDm00027476","1-Methyladenosine","1-Methyladenosine : HMDB0003331","HMDB0003331","GFYLSDSUCHVORB-IOSLPCCCSA-N","","Metabolite","metabolomics","metabolomics"
"X7.Methylguanine_metabolomics","CIDm00011361","7-Methylguanine","7-Methylguanine : HMDB0000897","HMDB0000897","FZWGECJQACGGTI-UHFFFAOYSA-N","Purines and purine derivatives","Metabolite","metabolomics","metabolomics"
"Cys.Pro.or.Pro.Cys_metabolomics",,,,,,,,"metabolomics","metabolomics"
"L.a.glutamyl.L.Lysine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"gamma.glutamyl.epsilon.lysine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Gamma.Glutamylglutamic.acid_metabolomics",,,,,,,,"metabolomics","metabolomics"
"gamma.glutamylhistidine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"gamma.glutamylthreonine.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"gamma.glutamylthreonine.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"gamma.glutamyl.L.isoleucine..gamma.glutamyl.L.leucine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Gamma.glutamyl.ornithine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Gamma.Glutamyl.Glutamine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"gamma.glutamylphenylalanine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Erythritol.D.Threitol_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Iminodiacetate..IDA._metabolomics","CIDm00008897","Iminodiacetic acid","Iminodiacetic acid : HMDB0011753","HMDB0011753","NBZBKCUXIYYUSX-UHFFFAOYSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"Salicylic.acid_metabolomics","CIDm00000338","Salicylic acid","Salicylic acid : HMDB0001895","HMDB0001895","YGSDEFSMJLZEOE-UHFFFAOYSA-N","Benzoic acids and derivatives","Metabolite","metabolomics","metabolomics"
"X5.Methoxysalicylic.acid_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Hippuric.acid_metabolomics","CIDm00000464","Hippuric acid","Hippuric acid : HMDB0000714","HMDB0000714","QIAFMBKCNZACKA-UHFFFAOYSA-N","Benzoic acids and derivatives","Metabolite","metabolomics","metabolomics"
"X1.Methyluric.acid_metabolomics","CIDm00069726","1-Methyluric acid","1-Methyluric acid : HMDB0003099","HMDB0003099","QFDRTQONISXGJA-UHFFFAOYSA-N","Purines and purine derivatives","Metabolite","metabolomics","metabolomics"
"X2.Aminophenol.sulfate_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Quinic.acid_metabolomics",,,,,,,,"metabolomics","metabolomics"
"X5.Acetylamino.6.amino.3.methyluracil.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"X5.Acetylamino.6.amino.3.methyluracil.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"X1.2.3.benzenetriol.sulfate_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Ethyl.glucuronide_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Paracetamol.sulfate_metabolomics","CIDm00083939","Paracetamol sulfate","Paracetamol sulfate : HMDB0059911","HMDB0059911","IGTYILLPRJOVFY-UHFFFAOYSA-N","Arylsulfates","Metabolite","metabolomics","metabolomics"
"Caffeic.acid.3.sulfate_metabolomics",,,,,,,,"metabolomics","metabolomics"
"X2.methoxyacetaminophen.glucuronide_metabolomics",,,,,,,,"metabolomics","metabolomics"
"X3.Phenylpropionate..hydrocinnamate._metabolomics","CIDm00000107","Hydrocinnamic acid","Hydrocinnamic acid : HMDB0000764","HMDB0000764","XMIIGOLPHOKFCH-UHFFFAOYSA-N","","Metabolite","metabolomics","metabolomics"
"Dihydroxybenzoic.acid_metabolomics","CIDm00009338","2,6-Dihydroxybenzoic acid","2,6-Dihydroxybenzoic acid : HMDB0013676","HMDB0013676","AKEUNCKRJATALU-UHFFFAOYSA-N","Benzoic acids and derivatives","Metabolite","metabolomics","metabolomics"
"Phenylbutyric.acid_metabolomics","CIDm00007012","2-Phenylbutyric acid","2-Phenylbutyric acid : HMDB0000329","HMDB0000329","OFJWFSNDPCAWDK-UHFFFAOYSA-N","Phenylpropanes","Metabolite","metabolomics","metabolomics"
"X1.Methylxanthine_metabolomics","CIDm00080220","1-Methylxanthine","1-Methylxanthine : HMDB0010738","HMDB0010738","MVOYJPOZRLFTCP-UHFFFAOYSA-N","Purines and purine derivatives","Metabolite","metabolomics","metabolomics"
"Dihydro.3.coumaric.acid_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Catechol.sulfate_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Hydroxyhippurate_metabolomics","CIDm00010253","Salicyluric acid","Salicyluric acid : HMDB0000840","HMDB0000840","ONJSZLXSECQROL-UHFFFAOYSA-N","Benzoic acids and derivatives","Metabolite","metabolomics","metabolomics"
"X4.methylcatechol.sulfate_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Cinnamoylglycine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Naproxen_metabolomics","CIDm00001301","Naproxen","Naproxen : HMDB0001923","HMDB0001923","CMWTZPSULFXXJA-VIFPVBQESA-N","","Metabolite","metabolomics","metabolomics"
"Methyl.4.hydroxybenzoate.sulfate_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Eugenol.sulfate_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Oxindole_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Ectoine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Proline.betaine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Homostachydrine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Betonicine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Alliin_metabolomics","CIDm00087310","(R)C(S)S-Alliin","(R)C(S)S-Alliin : HMDB0033592","HMDB0033592","XUHLIQGRKRUKPH-UHFFFAOYSA-N","Amino acids, peptides, and analogues","Metabolite","metabolomics","metabolomics"
"X2.Piperidinone_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Amino.Hydroxy.benzoic.acid_metabolomics","CIDm00000086","3-Hydroxyanthranilic acid","3-Hydroxyanthranilic acid : HMDB0001476","HMDB0001476","WJXSWCUQABXPFS-UHFFFAOYSA-N","Benzoic acids and derivatives","Metabolite","metabolomics","metabolomics"
"S.Allylcysteine_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Theobromine_metabolomics","CIDm00005429","Theobromine","Theobromine : HMDB0002825","HMDB0002825","YAPQBXQYLJRXSA-UHFFFAOYSA-N","Purines and purine derivatives","Metabolite","metabolomics","metabolomics"
"Theophylline_metabolomics","CIDm00002153","Theophylline","Theophylline : HMDB0001889","HMDB0001889","ZFXYFBGIUFBOJW-UHFFFAOYSA-N","Purines and purine derivatives","Metabolite","metabolomics","metabolomics"
"Caffeine_metabolomics","CIDm00002519","Caffeine","Caffeine : HMDB0001847","HMDB0001847","RYYVLZVUVIJVGH-UHFFFAOYSA-N","Purines and purine derivatives","Metabolite","metabolomics","metabolomics"
"Dihydroferulic.acid.4.sulfate_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Piperine.1._metabolomics","CIDm00004840","Piperine","Piperine : HMDB0029377","HMDB0029377","MXXWOMGUGJBKIW-YPCIICBESA-N","","Metabolite","metabolomics","metabolomics"
"Piperine.2._metabolomics","CIDm00004840","Piperine","Piperine : HMDB0029377","HMDB0029377","MXXWOMGUGJBKIW-YPCIICBESA-N","","Metabolite","metabolomics","metabolomics"
"C4H9NO2.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C5H8O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C4H8O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C4H7NO4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C5H6O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8H5NO2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C5H8O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C5H10O5.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C5H10O5.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C5H10O5.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C3H7O5P_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H11NO4.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H12O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H12N2O3.4._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H12N2O3.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H12N2O3.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H12N2O3.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H10N2O4.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H10N2O4.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H10N2O4.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H10O4S_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H10O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H14O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8H12N2O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H12N2O4.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H12N2O4.4._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H10O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H14N2O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H8N4O3.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H8N4O3.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8H17N3O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8H12O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8H16N2O4.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8H16N2O4.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H12O7_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H16N2O2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C9H16N2O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8H12N2O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H12N2O4S_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C9H14N2O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H12N2O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12H15NO4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8H17NO7_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H8O8S_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8H16O8_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10H12O7_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H15O8P_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C9H14N2O6.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8H12N2O7_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7H12N2O8_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H8O9S.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6H8O9S.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C9H14N2O7_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C9H18O9_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H14N4O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16H11N3O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C9H16NO11_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H15N3O8_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12H19N3O7_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C13H18N2O9_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12H16O12_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C15H22O10_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14H22N2O9_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C18H12N4O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C13H22O12S_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C17H30O13_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C26H40O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C22H24N2O9_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C29H48O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14H29NO14S_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C18H29O15_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C26H36O10.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C4H6O2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Phosphoric.acid_metabolomics","CIDm00001003","Phosphate","Phosphate : HMDB0001429","HMDB0001429","NBIIXXVUZAFLBC-UHFFFAOYSA-N","Non-metal phosphates","Metabolite","metabolomics","metabolomics"
"C9H16O3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C9H16O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C9H9NO4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10H19NO3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H14O4.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11H14O4.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12H16O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C13H22O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C15H16N2O2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C15H22O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14H20O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C15H22O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12H22N6O2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16H31NO3_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C15H22O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10H15N2O7P_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C20H26O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16H28O7_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C21H32O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C23H44O2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C15H20N2O9_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C27H44O2_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C23H36O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C21H34O6S_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C20H32O9_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C27H44O3.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C26H42O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C20H12N4O7_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C23H32O7_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C27H44O4.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C27H44O4.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C25H27N3O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C25H38O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C23H46O7_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C27H46O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C26H44O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C27H48O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C26H46O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C26H48O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C28H44O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C28H46O4.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C28H46O4.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C21H20O11_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C28H48O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C28H50O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C19H28N6O5S_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C27H48O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C26H46O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C28H46O5.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C28H46O5.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C27H44O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C28H48O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C27H34O7_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C30H48O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C30H50O4_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C30H48O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C30H50O5_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C25H36O10_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C30H30O5S_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C26H34O10_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C26H36O10.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C30H52O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C26H42O10_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C28H38O9_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C25H36O12_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C34H58O6_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C30H46O10_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C33H54O8_metabolomics",,,,,,,,"metabolomics","metabolomics"
